analysis_timestamp,source_file,resolved_csv,national_type_1_npis,national_type_2_npis,national_total_npis,fifty_states_plus_dc_npis
2026-09-14T11:52:33,NPPES_Data_Dissemination_September_2026_V2.zip,npidata_pfile_20050523-20260913.csv,7471371,1972058,9443429,9371048
